"","X","Comment","label"
"155",213,"قیمت بلغور جو رو بسته اش زده ۲۲۲۵۰۰ ریال 
اما قیمتی که فروخته شده ۴۵۱۰۰۰ ریال .
تولیدش ۱۴۰۰،۱۱،۱۰
انقضاش ۱۴۰۱،۱۱،۱۰ هستش 
یعنی حدود ۳ هفته دیگه منقضی میشه","Price"
"156",214,"با این قیمت پرداختی توقع بیشتری داشتم و با کیفیت بهتری ولی هیچ وقت این طور نیست","Product"
"157",215,"سلام وقت بخیر 
طبق فاکتور سطل 5 کیلویی سفارش دادم ولی سطل ارسالی خیلی سایز کوچکی ارسال شده","Product"
"158",216,"۲ کالای بالا ارسال نشد ، در اصل بادام زمینی ارسال نشد که حالا ۶ تومن بود اشکال نداره","Product"
"159",217,"دو مورد مشخص شده در سفارش ارسال نشده است","Packaging"
"160",218,"لطفا نانها را یک مقدار خنک کنید بعد داخل نایلون بذارید . به هم چسبیده بودند.","Product"
"161",220,"کلا ۴ تا دونه تخم مرغ قابل استفاده بود☹️
مجبور شدم کلا بندازم بیرون متاسفانه","Product"
"162",221,"باسلام
قیمت درج شده روی بسته چایی(تاریخ تولید فروردین) ۲۱ هزار تومان می باشد، در حالی که در قیمت هایپر استاد ۲۵ گفته شده و تخفیف ۲۸ درصدی ارایه شده. بدیهی ست کشف مجدد چنین خطایی جرایم خاص تعزیراتی خواهد داشت.","Price"
"163",222,"با سلام
متاسفانه پیک برخورد نامناسبی داشت بدین صورت که اجناس رو وسط راهرو گذاشته و جوری کبونده به زمین انگار از روی اجبار و رایگان برای ما جنس آورده و همچنین محصول ویتامین سی که جز سفارش بود ترک خورده و معرض شکستن بود.لطفا تذکر بدین چون مشتری چندین ساله هایپراستار هستیم و این رفتارها به هیچ وجه شایسته نیست","Product"
"164",223,"سلام اندفعه که گرفتین برنج نسبت به قبلی خیلی خورد داشت باید کمتر از این قیمت میخورد","Product"
"165",224,"بسته بندی بسیار نامناسب. 8 عدد رب در یک پلاستیک همراه با 3 عدد شکلات. یک عدد شکلات له شده. یک عدد دیگر به علت پاره شدن پلاستیک افتاده است و اصلا تحویل داده نشد.","Packaging"
"166",225,"خامه بدون یخ در بسته بندی روغن بود متاسفانه عوض اینکه روز به روز خدمات بهتر بشه بدتر میشه واینکه مجددا قبل ارسال کالایی که خریداری کردم تماس گرفتن موجودی ندارن و قرار هم نیست حل کنن این مسئله رو","Product"
"167",226,"سلام وقت بخیر پیکی که اومدن اولا یه ربع من معطل شدم چندبارم زنگ زدم اشتباه میرفتن بعدم خیلی بی ادب بودن من مادرم فرستادم تحویل بگیره بم زنگ زدن خودت کجایی صداشونم دارم بعد بمادرم میگه شماره خودته این وجدانا این چه رفتاریه ادب زیر صفر شعور هم که ندارن ادرس من بیشتر ده بار خرید کردم دقیق میان این بلد نیست بعد زنگ زده کرایه ام رو کی میده این چه طرز برخورد هست لطفا یادشون بدین درست رفتار کنن","Product"
"168",227,"ماست برعكس در داخل كيسه گذاشته شده بود!!!","Packaging"
"169",228,"کیفیت سیب و پرتقال افتضاح","Product"
"170",229,"محصولات انتخاب شده متاسفانه ارسال نشده و به اشتباه ذرت منجمد کره ۶ عدد،سه عددشیر قوطی، و دو نوشابه ارسال شده است","Product"
"171",230,"متاسفانه از اعتماد ما سواستفاده میشه. کیفیت لیموترش افتضاح بود، روش درست تهش ریز و گندیده. پرتقال که چه عرض کنم، توپ فوتبال آوردند، لیموشیرین هم باز بد نبود.","Product"
"172",231,"لطفاً آنقدر چیزی که می‌فرستید با جبری که سفارش داده‌ایم مغایرت نداشته باشد","Product"
"173",232,"علی رغم دریافت هزینه بسته بندی، یخ و ذرت منجد در کنار هم داخل یک بسته بندی مجزا نبودند و مقدار یخ هم خیلی کم بود که باعث شده بود ذرت از انجماد خارج بشه و کیفیت و سلامت آن کاهش پیدا کند.","Packaging"
"174",233,"سه مورد سبزی قلیه و تخم مرغ و خرما به دستم نرسیده ولی در فاکتور ثبت شده
با پشتیبانی تماس گرفتم و اطلاع دادم ...ممنون میشم سریع تر پیگیری بشه","Product"
"175",234,"تا کنون هر خریدی که میکردم بسیار خوب بود.ولی این بار بعضی ازگوجه فرنگی هاکال بود.و چغندر ها هم کیفیت خوبی نداشت.بهتر است که نظارت سود","Product"
"176",235,"متاسفانه درب مایع لباسشویی الوکس۲.۵کیلویی مانند باقی مواد شوینده ارسالی، با چسب فیکس و درست بسته نشده بود در نتیجه مقدار زیادی از مایع به بیرون ریخته و در نایلون نشت کرده بود که در تصویر ارسالی در بخش گزارش اشکال هم قابل مشاهده هست.","Packaging"
"177",236,"٥ تا از تخم مرغها ترك پيدا كرده بود و يكي كاملا شكسته بود كه دور ريخته شد!
خونابه مرغ به پلاستيك پس داده بود بطوريكه وقتي تحويل گرفتم از دم در تا اشپزخانه كف خانه چندين لك خونابه ريخته شد
لطفا مواد پروتئني را طوري بسته بندي بفرماييد كه با اب شدن يخ همراه خونابه پس ندهد
من هميشه از سفارش هايم از اسنپ ما كت بسيار راضيم اينبار جز معدود دفعاتي بود كه ناراضي بودم","Packaging"
"178",237,"سلام خداقوت قیمتی که عسل در اپلیکیشن خورده بود ۴۴۰ هزار بود که با تخفیف ۱۷۹ هزار بود که وقتی اوردن روی محصول عسل ۳۳۷ هزار خورده بود ممنون میشم قیمت واقعی محصول در اپلیکیشن زده بشه","Price"
"179",238,"سلام قیمت درج شده روی عسل با قیمت داخل اپلیکیشن ۱۲۰ هزار تومان اختلاف داشت ممنکن میشم قیمت واقعی محصولات که روی کالادرج شده در اپلیکیشن هم زده بشه تشکر","Product"
"180",239,"تاریخ انقضا محصول 8 ماهه که تمام شده و شما این رو به من فروختید","Packaging"
"181",240,"لطفا موقع بسته بندی تخم مرغ دقت نمایید هر سری تخم مرغ سفارش میدم حداقل ۳ تاش شکسته هست .ممنون","Packaging"
"182",241,"گوش پاککن خریداری شده به درد نمی خورد و تناسبی بین قیمت و محصول وجود ندارد.","Packaging"
"183",242,"چرا به موزها مایع سفید کننده زده شده
زنجبیل تازه کپک زده 
فلفل دلمه ها پلاسیده بودن","Packaging"
"184",243,"درود برشما 
از خریدم به کلی ناراضی ام 
نارنگی گندیده و دور ریز ارسال کردند
کار زشت و ناپسندی است
در ضمن دو کالای خریداری شده ام کنسل شد 
پنیر و رشته سوپ","Product"
"185",244,"یکصدهزار تومان اختلاف قیمت آخه!؟
کلاهبرداری تو روز روشن","Product"
"186",245,"سلام خسته نباشید
من قبلا چند بار این محصول رو سفارش دادم وبا کیفیت عالی تحویل گرفتم سری آخر به هیچ وجه قابل مقایسه با دفعات قبل نبود گوشت بسیار پر چربی حتی بعضا قلوه گاه بود
ممنون","Product"
"187",246,"با سلام هدیه را نفرستادن لطفا پیگیری نمایید","Product"
"188",247,"بدترین تجربه خریدم از اسنپ مارکت تا به حال بود 1- رب گوجه فرنگی یک و یک خرید کردم پشتیبانی تماس گرفت و گفت حذف کردن به دلیل زمان نامناسب محصول در صورتی که سایت رو چک کردم هنوز محصول موجود بود 2-خمیر دندان آکوپ با 30 درصد تخفیف خریدم در صورتحساب بدون تخفیف لحاظ شده 3-فایر پاور هدیه تو خرید ارسالی من نبود 4- خرید من ساعت 16:50 انجام شده ساعت 21:30 تازه پیام میدن خرید شما با تاخیر به دستتون میرسه و ساعت 23 باید از خواب بیدار شی بری خریدت رو تحویل بگیری. واقعا اگر یه مجموعه تعمدی هم بخواد اینقدر بد عمل کنه کار سختیه.کلا تو چند سالی که من به دلیل شرایط اقتصادی و نه کیفیت و مشتری مداری مجموعه رانتی شما، از اسنپ مارکت خرید میکنم پسرفت داشتین امیدوارم روزی برسه که مدیران با شایستگیشون در جایگاهشون باشن","Product"
